要素ID	項目名	コンテキストID	相対年度	連結・個別	期間・時点	ユニットID	単位	値
jppfs_cor:NetSales	売上高	CurrentYearDuration_jpcrp030000-asr_E01670-000NorthAndSouthAmericaGroceryManufacturingAndSalesMember	当期	連結	期間	JPY	円	15693446000
jppfs_cor:NetSales	売上高	CurrentYearDuration_jpcrp030000-asr_E01670-000JapanGroceryManufacturingAndSalesMember	当期	連結	期間	JPY	円	492952000
jppfs_cor:NetSales	売上高	CurrentYearDuration_jpcrp030000-asr_E01670-000GroceryManufacturingAndSalesMember	当期	連結	期間	JPY	円	16186399000
jppfs_cor:NetSales	売上高	CurrentYearDuration_TotalOfReportableSegmentsAndOthersMember	当期	連結	期間	JPY	円	45782079000
jppfs_cor:OperatingIncome	営業利益又は営業損失（△）	CurrentYearDuration_jpcrp030000-asr_E01670-000NorthAndSouthAmericaGroceryManufacturingAndSalesMember	当期	連結	期間	JPY	円	1796798000
jppfs_cor:OperatingIncome	営業利益又は営業損失（△）	CurrentYearDuration_jpcrp030000-asr_E01670-000JapanGroceryManufacturingAndSalesMember	当期	連結	期間	JPY	円	68122000
jppfs_cor:OperatingIncome	営業利益又は営業損失（△）	CurrentYearDuration_jpcrp030000-asr_E01670-000GroceryManufacturingAndSalesMember	当期	連結	期間	JPY	円	1864920000
jppfs_cor:OperatingIncome	営業利益又は営業損失（△）	CurrentYearDuration_TotalOfReportableSegmentsAndOthersMember	当期	連結	期間	JPY	円	7514947000
jpcrp_cor:DepreciationSegmentInformation	減価償却費、セグメント情報	CurrentYearDuration_jpcrp030000-asr_E01670-000NorthAndSouthAmericaGroceryManufacturingAndSalesMember	当期	その他	期間	JPY	円	576990000
jpcrp_cor:DepreciationSegmentInformation	減価償却費、セグメント情報	CurrentYearDuration_jpcrp030000-asr_E01670-000JapanGroceryManufacturingAndSalesMember	当期	その他	期間	JPY	円	38385000
jpcrp_cor:DepreciationSegmentInformation	減価償却費、セグメント情報	CurrentYearDuration_jpcrp030000-asr_E01670-000GroceryManufacturingAndSalesMember	当期	その他	期間	JPY	円	615375000
jpcrp_cor:DepreciationSegmentInformation	減価償却費、セグメント情報	CurrentYearDuration_TotalOfReportableSegmentsAndOthersMember	当期	その他	期間	JPY	円	1048637000
jpcrp_cor:IncreaseInPropertyPlantAndEquipmentAndIntangibleAssets	有形固定資産及び無形固定資産の増加額	CurrentYearDuration_jpcrp030000-asr_E01670-000NorthAndSouthAmericaGroceryManufacturingAndSalesMember	当期	その他	期間	JPY	円	297398000
jpcrp_cor:IncreaseInPropertyPlantAndEquipmentAndIntangibleAssets	有形固定資産及び無形固定資産の増加額	CurrentYearDuration_jpcrp030000-asr_E01670-000JapanGroceryManufacturingAndSalesMember	当期	その他	期間	JPY	円	15892000
jpcrp_cor:IncreaseInPropertyPlantAndEquipmentAndIntangibleAssets	有形固定資産及び無形固定資産の増加額	CurrentYearDuration_jpcrp030000-asr_E01670-000GroceryManufacturingAndSalesMember	当期	その他	期間	JPY	円	313291000
jpcrp_cor:IncreaseInPropertyPlantAndEquipmentAndIntangibleAssets	有形固定資産及び無形固定資産の増加額	CurrentYearDuration_TotalOfReportableSegmentsAndOthersMember	当期	その他	期間	JPY	円	1266409000
jppfs_cor:RawMaterials	原材料	Prior1YearInstant_NonConsolidatedMember	前期末	個別	時点	JPY	円	75957000
jppfs_cor:RawMaterials	原材料	CurrentYearInstant_NonConsolidatedMember	当期末	個別	時点	JPY	円	86097000
jppfs_cor:AccumulatedDepreciationBuildings	減価償却累計額、建物	Prior1YearInstant_NonConsolidatedMember	前期末	個別	時点	JPY	円	-4897050000
jppfs_cor:AccumulatedDepreciationBuildings	減価償却累計額、建物	CurrentYearInstant_NonConsolidatedMember	当期末	個別	時点	JPY	円	-5067872000
jppfs_cor:AccumulatedDepreciationStructures	減価償却累計額、構築物	Prior1YearInstant_NonConsolidatedMember	前期末	個別	時点	JPY	円	-464693000
jppfs_cor:AccumulatedDepreciationStructures	減価償却累計額、構築物	CurrentYearInstant_NonConsolidatedMember	当期末	個別	時点	JPY	円	-488645000
jppfs_cor:AccumulatedDepreciationMachineryAndEquipment	減価償却累計額、機械及び装置	Prior1YearInstant_NonConsolidatedMember	前期末	個別	時点	JPY	円	-2762623000
jppfs_cor:AccumulatedDepreciationMachineryAndEquipment	減価償却累計額、機械及び装置	CurrentYearInstant_NonConsolidatedMember	当期末	個別	時点	JPY	円	-2824801000
jppfs_cor:AccumulatedDepreciationVehicles	減価償却累計額、車両運搬具	Prior1YearInstant_NonConsolidatedMember	前期末	個別	時点	JPY	円	-146536000
jppfs_cor:AccumulatedDepreciationVehicles	減価償却累計額、車両運搬具	CurrentYearInstant_NonConsolidatedMember	当期末	個別	時点	JPY	円	-147242000
jppfs_cor:AccumulatedDepreciationToolsFurnitureAndFixtures	減価償却累計額、工具、器具及び備品	Prior1YearInstant_NonConsolidatedMember	前期末	個別	時点	JPY	円	-1428273000
jppfs_cor:AccumulatedDepreciationToolsFurnitureAndFixtures	減価償却累計額、工具、器具及び備品	CurrentYearInstant_NonConsolidatedMember	当期末	個別	時点	JPY	円	-1366410000
jppfs_cor:LeaseAssetsPPE	リース資産、有形固定資産	Prior1YearInstant_NonConsolidatedMember	前期末	個別	時点	JPY	円	21433000
jppfs_cor:LeaseAssetsPPE	リース資産、有形固定資産	CurrentYearInstant_NonConsolidatedMember	当期末	個別	時点	JPY	円	22495000
jppfs_cor:AccumulatedDepreciationLeaseAssetsPPE	減価償却累計額、リース資産、有形固定資産	Prior1YearInstant_NonConsolidatedMember	前期末	個別	時点	JPY	円	-3092000
jppfs_cor:AccumulatedDepreciationLeaseAssetsPPE	減価償却累計額、リース資産、有形固定資産	CurrentYearInstant_NonConsolidatedMember	当期末	個別	時点	JPY	円	-7659000
jppfs_cor:LeaseAssetsNetPPE	リース資産（純額）、有形固定資産	Prior1YearInstant_NonConsolidatedMember	前期末	個別	時点	JPY	円	18341000
jppfs_cor:LeaseAssetsNetPPE	リース資産（純額）、有形固定資産	CurrentYearInstant_NonConsolidatedMember	当期末	個別	時点	JPY	円	14835000
jppfs_cor:PropertyPlantAndEquipment	有形固定資産	Prior1YearInstant_NonConsolidatedMember	前期末	個別	時点	JPY	円	7831261000
jppfs_cor:PropertyPlantAndEquipment	有形固定資産	CurrentYearInstant_NonConsolidatedMember	当期末	個別	時点	JPY	円	8140757000
jppfs_cor:CapitalStock	資本金	Prior1YearInstant_NonConsolidatedMember	前期末	個別	時点	JPY	円	7351750000
jppfs_cor:CapitalStock	資本金	CurrentYearInstant_NonConsolidatedMember	当期末	個別	時点	JPY	円	7351750000
jppfs_cor:NetSalesOfFinishedGoodsRevOA	製品売上高、営業活動による収益	Prior1YearDuration_NonConsolidatedMember	前期	個別	期間	JPY	円	12963227000
jppfs_cor:NetSalesOfFinishedGoodsRevOA	製品売上高、営業活動による収益	CurrentYearDuration_NonConsolidatedMember	当期	個別	期間	JPY	円	12774293000
jppfs_cor:NetSalesOfGoodsRevOA	商品売上高、営業活動による収益	Prior1YearDuration_NonConsolidatedMember	前期	個別	期間	JPY	円	1536589000
jppfs_cor:NetSalesOfGoodsRevOA	商品売上高、営業活動による収益	CurrentYearDuration_NonConsolidatedMember	当期	個別	期間	JPY	円	1804613000
jppfs_cor:OtherSalesRevOA	その他の売上高、営業活動による収益	Prior1YearDuration_NonConsolidatedMember	前期	個別	期間	JPY	円	4929133000
jppfs_cor:OtherSalesRevOA	その他の売上高、営業活動による収益	CurrentYearDuration_NonConsolidatedMember	当期	個別	期間	JPY	円	5394839000
jppfs_cor:NetSales	売上高	Prior1YearDuration_NonConsolidatedMember	前期	個別	期間	JPY	円	19428950000
jppfs_cor:NetSales	売上高	CurrentYearDuration_NonConsolidatedMember	当期	個別	期間	JPY	円	19973747000
jppfs_cor:BeginningFinishedGoodsCOS	製品期首棚卸高、売上原価	Prior1YearDuration_NonConsolidatedMember	前期	個別	期間	JPY	円	1158601000
jppfs_cor:BeginningFinishedGoodsCOS	製品期首棚卸高、売上原価	CurrentYearDuration_NonConsolidatedMember	当期	個別	期間	JPY	円	1417824000
jppfs_cor:BeginningGoodsCOS	商品期首棚卸高、売上原価	Prior1YearDuration_NonConsolidatedMember	前期	個別	期間	JPY	円	121878000
jppfs_cor:BeginningGoodsCOS	商品期首棚卸高、売上原価	CurrentYearDuration_NonConsolidatedMember	当期	個別	期間	JPY	円	178877000
jppfs_cor:OtherCostCOSExpOA	その他の原価、営業活動による費用・売上原価	Prior1YearDuration_NonConsolidatedMember	前期	個別	期間	JPY	円	1166448000
jppfs_cor:OtherCostCOSExpOA	その他の原価、営業活動による費用・売上原価	CurrentYearDuration_NonConsolidatedMember	当期	個別	期間	JPY	円	1383084000
jppfs_cor:TotalBeginningAndCostPurchasedMerchandiseAndFinishedGoodsCOS	合計、商品及び製品期首棚卸高及び当期仕入高、売上原価	Prior1YearDuration_NonConsolidatedMember	前期	個別	期間	JPY	円	11182968000
jppfs_cor:TotalBeginningAndCostPurchasedMerchandiseAndFinishedGoodsCOS	合計、商品及び製品期首棚卸高及び当期仕入高、売上原価	CurrentYearDuration_NonConsolidatedMember	当期	個別	期間	JPY	円	11610915000
jppfs_cor:EndingFinishedGoodsCOS	製品期末棚卸高、売上原価	Prior1YearDuration_NonConsolidatedMember	前期	個別	期間	JPY	円	1417824000
jppfs_cor:EndingFinishedGoodsCOS	製品期末棚卸高、売上原価	CurrentYearDuration_NonConsolidatedMember	当期	個別	期間	JPY	円	1555340000
jppfs_cor:EndingGoodsCOS	商品期末棚卸高、売上原価	Prior1YearDuration_NonConsolidatedMember	前期	個別	期間	JPY	円	178877000
jppfs_cor:EndingGoodsCOS	商品期末棚卸高、売上原価	CurrentYearDuration_NonConsolidatedMember	当期	個別	期間	JPY	円	183469000
jppfs_cor:CostOfSales	売上原価	Prior1YearDuration_NonConsolidatedMember	前期	個別	期間	JPY	円	9586266000
jppfs_cor:CostOfSales	売上原価	CurrentYearDuration_NonConsolidatedMember	当期	個別	期間	JPY	円	9872104000
jppfs_cor:AdvertisingExpensesSGA	広告宣伝費、販売費及び一般管理費	Prior1YearDuration_NonConsolidatedMember	前期	個別	期間	JPY	円	188187000
jppfs_cor:AdvertisingExpensesSGA	広告宣伝費、販売費及び一般管理費	CurrentYearDuration_NonConsolidatedMember	当期	個別	期間	JPY	円	174622000
jppfs_cor:PackingAndTransportationExpensesSGA	荷造運搬費、販売費及び一般管理費	Prior1YearDuration_NonConsolidatedMember	前期	個別	期間	JPY	円	473442000
jppfs_cor:PackingAndTransportationExpensesSGA	荷造運搬費、販売費及び一般管理費	CurrentYearDuration_NonConsolidatedMember	当期	個別	期間	JPY	円	622728000
jppfs_cor:ProvisionOfAllowanceForDoubtfulAccountsSGA	貸倒引当金繰入額、販売費及び一般管理費	Prior1YearDuration_NonConsolidatedMember	前期	個別	期間	JPY	円	323000
jppfs_cor:ProvisionOfAllowanceForDoubtfulAccountsSGA	貸倒引当金繰入額、販売費及び一般管理費	CurrentYearDuration_NonConsolidatedMember	当期	個別	期間	JPY	円	2320000
jppfs_cor:SalesCommissionSGA	販売手数料、販売費及び一般管理費	Prior1YearDuration_NonConsolidatedMember	前期	個別	期間	JPY	円	33637000
jppfs_cor:SalesCommissionSGA	販売手数料、販売費及び一般管理費	CurrentYearDuration_NonConsolidatedMember	当期	個別	期間	JPY	円	35523000
jppfs_cor:DeliveryExaminationExpensesSGA	納入試験費、販売費及び一般管理費	Prior1YearDuration_NonConsolidatedMember	前期	個別	期間	JPY	円	33920000
jppfs_cor:DeliveryExaminationExpensesSGA	納入試験費、販売費及び一般管理費	CurrentYearDuration_NonConsolidatedMember	当期	個別	期間	JPY	円	34738000
jppfs_cor:PromotionExpensesSGA	販売促進費、販売費及び一般管理費	Prior1YearDuration_NonConsolidatedMember	前期	個別	期間	JPY	円	12992000
jppfs_cor:PromotionExpensesSGA	販売促進費、販売費及び一般管理費	CurrentYearDuration_NonConsolidatedMember	当期	個別	期間	JPY	円	15400000
jppfs_cor:DirectorsCompensationsSGA	役員報酬、販売費及び一般管理費	Prior1YearDuration_NonConsolidatedMember	前期	個別	期間	JPY	円	107040000
jppfs_cor:DirectorsCompensationsSGA	役員報酬、販売費及び一般管理費	CurrentYearDuration_NonConsolidatedMember	当期	個別	期間	JPY	円	103890000
jppfs_cor:SalariesAndAllowancesSGA	給料及び手当、販売費及び一般管理費	Prior1YearDuration_NonConsolidatedMember	前期	個別	期間	JPY	円	2360913000
jppfs_cor:SalariesAndAllowancesSGA	給料及び手当、販売費及び一般管理費	CurrentYearDuration_NonConsolidatedMember	当期	個別	期間	JPY	円	2376786000
jppfs_cor:ProvisionForBonusesSGA	賞与引当金繰入額、販売費及び一般管理費	Prior1YearDuration_NonConsolidatedMember	前期	個別	期間	JPY	円	418578000
jppfs_cor:ProvisionForBonusesSGA	賞与引当金繰入額、販売費及び一般管理費	CurrentYearDuration_NonConsolidatedMember	当期	個別	期間	JPY	円	420636000
jppfs_cor:ProvisionForDirectorsBonusesSGA	役員賞与引当金繰入額、販売費及び一般管理費	Prior1YearDuration_NonConsolidatedMember	前期	個別	期間	JPY	円	29300000
jppfs_cor:ProvisionForDirectorsBonusesSGA	役員賞与引当金繰入額、販売費及び一般管理費	CurrentYearDuration_NonConsolidatedMember	当期	個別	期間	JPY	円	28900000
jppfs_cor:RetirementBenefitExpensesSGA	退職給付費用、販売費及び一般管理費	Prior1YearDuration_NonConsolidatedMember	前期	個別	期間	JPY	円	130134000
jppfs_cor:RetirementBenefitExpensesSGA	退職給付費用、販売費及び一般管理費	CurrentYearDuration_NonConsolidatedMember	当期	個別	期間	JPY	円	121671000
jppfs_cor:LegalWelfareExpensesSGA	法定福利費、販売費及び一般管理費	Prior1YearDuration_NonConsolidatedMember	前期	個別	期間	JPY	円	433409000
jppfs_cor:LegalWelfareExpensesSGA	法定福利費、販売費及び一般管理費	CurrentYearDuration_NonConsolidatedMember	当期	個別	期間	JPY	円	442232000
jppfs_cor:WelfareExpensesSGA	福利厚生費、販売費及び一般管理費	Prior1YearDuration_NonConsolidatedMember	前期	個別	期間	JPY	円	66037000
jppfs_cor:WelfareExpensesSGA	福利厚生費、販売費及び一般管理費	CurrentYearDuration_NonConsolidatedMember	当期	個別	期間	JPY	円	68166000
jppfs_cor:TravelingAndTransportationExpensesSGA	旅費及び交通費、販売費及び一般管理費	Prior1YearDuration_NonConsolidatedMember	前期	個別	期間	JPY	円	332968000
jppfs_cor:TravelingAndTransportationExpensesSGA	旅費及び交通費、販売費及び一般管理費	CurrentYearDuration_NonConsolidatedMember	当期	個別	期間	JPY	円	335507000
jppfs_cor:EntertainmentExpensesSGA	交際費、販売費及び一般管理費	Prior1YearDuration_NonConsolidatedMember	前期	個別	期間	JPY	円	7046000
jppfs_cor:EntertainmentExpensesSGA	交際費、販売費及び一般管理費	CurrentYearDuration_NonConsolidatedMember	当期	個別	期間	JPY	円	6306000
jppfs_cor:CommunicationExpensesSGA	通信費、販売費及び一般管理費	Prior1YearDuration_NonConsolidatedMember	前期	個別	期間	JPY	円	38686000
jppfs_cor:CommunicationExpensesSGA	通信費、販売費及び一般管理費	CurrentYearDuration_NonConsolidatedMember	当期	個別	期間	JPY	円	40994000
jppfs_cor:RentExpensesSGA	賃借料、販売費及び一般管理費	Prior1YearDuration_NonConsolidatedMember	前期	個別	期間	JPY	円	174609000
jppfs_cor:RentExpensesSGA	賃借料、販売費及び一般管理費	CurrentYearDuration_NonConsolidatedMember	当期	個別	期間	JPY	円	180137000
jppfs_cor:SuppliesExpensesSGA	消耗品費、販売費及び一般管理費	Prior1YearDuration_NonConsolidatedMember	前期	個別	期間	JPY	円	37365000
jppfs_cor:SuppliesExpensesSGA	消耗品費、販売費及び一般管理費	CurrentYearDuration_NonConsolidatedMember	当期	個別	期間	JPY	円	53289000
jppfs_cor:UtilitiesExpensesSGA	水道光熱費、販売費及び一般管理費	Prior1YearDuration_NonConsolidatedMember	前期	個別	期間	JPY	円	50449000
jppfs_cor:UtilitiesExpensesSGA	水道光熱費、販売費及び一般管理費	CurrentYearDuration_NonConsolidatedMember	当期	個別	期間	JPY	円	55105000
jppfs_cor:DepreciationSGA	減価償却費、販売費及び一般管理費	Prior1YearDuration_NonConsolidatedMember	前期	個別	期間	JPY	円	505921000
jppfs_cor:DepreciationSGA	減価償却費、販売費及び一般管理費	CurrentYearDuration_NonConsolidatedMember	当期	個別	期間	JPY	円	536926000
jppfs_cor:TaxesAndDuesSGA	租税公課、販売費及び一般管理費	Prior1YearDuration_NonConsolidatedMember	前期	個別	期間	JPY	円	243511000
jppfs_cor:TaxesAndDuesSGA	租税公課、販売費及び一般管理費	CurrentYearDuration_NonConsolidatedMember	当期	個別	期間	JPY	円	247953000
jppfs_cor:ResearchAndDevelopmentExpensesSGA	研究開発費、販売費及び一般管理費	Prior1YearDuration_NonConsolidatedMember	前期	個別	期間	JPY	円	760592000
jppfs_cor:ResearchAndDevelopmentExpensesSGA	研究開発費、販売費及び一般管理費	CurrentYearDuration_NonConsolidatedMember	当期	個別	期間	JPY	円	737414000
jppfs_cor:CommissionFeeSGA	支払手数料、販売費及び一般管理費	Prior1YearDuration_NonConsolidatedMember	前期	個別	期間	JPY	円	58502000
jppfs_cor:CommissionFeeSGA	支払手数料、販売費及び一般管理費	CurrentYearDuration_NonConsolidatedMember	当期	個別	期間	JPY	円	53385000
jppfs_cor:OtherSGA	その他、販売費及び一般管理費	Prior1YearDuration_NonConsolidatedMember	前期	個別	期間	JPY	円	707233000
jppfs_cor:OtherSGA	その他、販売費及び一般管理費	CurrentYearDuration_NonConsolidatedMember	当期	個別	期間	JPY	円	759622000
jppfs_cor:SellingGeneralAndAdministrativeExpenses	販売費及び一般管理費	Prior1YearDuration_NonConsolidatedMember	前期	個別	期間	JPY	円	7204805000
jppfs_cor:SellingGeneralAndAdministrativeExpenses	販売費及び一般管理費	CurrentYearDuration_NonConsolidatedMember	当期	個別	期間	JPY	円	7454259000
jppfs_cor:OperatingIncome	営業利益又は営業損失（△）	Prior1YearDuration_NonConsolidatedMember	前期	個別	期間	JPY	円	2637878000
jppfs_cor:OperatingIncome	営業利益又は営業損失（△）	CurrentYearDuration_NonConsolidatedMember	当期	個別	期間	JPY	円	2647382000
jppfs_cor:OrdinaryIncome	経常利益又は経常損失（△）	Prior1YearDuration_NonConsolidatedMember	前期	個別	期間	JPY	円	3229527000
jppfs_cor:OrdinaryIncome	経常利益又は経常損失（△）	CurrentYearDuration_NonConsolidatedMember	当期	個別	期間	JPY	円	3011318000
jppfs_cor:IncomeBeforeIncomeTaxes	税引前当期純利益又は税引前当期純損失（△）	Prior1YearDuration_NonConsolidatedMember	前期	個別	期間	JPY	円	3229527000
jppfs_cor:IncomeBeforeIncomeTaxes	税引前当期純利益又は税引前当期純損失（△）	CurrentYearDuration_NonConsolidatedMember	当期	個別	期間	JPY	円	2906683000
jppfs_cor:ProfitLoss	当期純利益又は当期純損失（△）（平成26年3月28日財規等改正後）	Prior1YearDuration_NonConsolidatedMember	前期	個別	期間	JPY	円	2534389000
jppfs_cor:ProfitLoss	当期純利益又は当期純損失（△）（平成26年3月28日財規等改正後）	CurrentYearDuration_NonConsolidatedMember	当期	個別	期間	JPY	円	2269746000
jppfs_cor:ProfitLoss	当期純利益又は当期純損失（△）（平成26年3月28日財規等改正後）	Prior1YearDuration_NonConsolidatedMember_RetainedEarningsBroughtForwardMember	前期	個別	期間	JPY	円	2534389000
jppfs_cor:ProfitLoss	当期純利益又は当期純損失（△）（平成26年3月28日財規等改正後）	Prior1YearDuration_NonConsolidatedMember_RetainedEarningsMember	前期	個別	期間	JPY	円	2534389000
jppfs_cor:ProfitLoss	当期純利益又は当期純損失（△）（平成26年3月28日財規等改正後）	Prior1YearDuration_NonConsolidatedMember_ShareholdersEquityMember	前期	個別	期間	JPY	円	2534389000
jppfs_cor:ProfitLoss	当期純利益又は当期純損失（△）（平成26年3月28日財規等改正後）	Prior1YearDuration_NonConsolidatedMember	前期	個別	期間	JPY	円	2534389000
jppfs_cor:ProfitLoss	当期純利益又は当期純損失（△）（平成26年3月28日財規等改正後）	CurrentYearDuration_NonConsolidatedMember_RetainedEarningsBroughtForwardMember	当期	個別	期間	JPY	円	2269746000
jppfs_cor:ProfitLoss	当期純利益又は当期純損失（△）（平成26年3月28日財規等改正後）	CurrentYearDuration_NonConsolidatedMember_RetainedEarningsMember	当期	個別	期間	JPY	円	2269746000
jppfs_cor:ProfitLoss	当期純利益又は当期純損失（△）（平成26年3月28日財規等改正後）	CurrentYearDuration_NonConsolidatedMember_ShareholdersEquityMember	当期	個別	期間	JPY	円	2269746000
jppfs_cor:ProfitLoss	当期純利益又は当期純損失（△）（平成26年3月28日財規等改正後）	CurrentYearDuration_NonConsolidatedMember	当期	個別	期間	JPY	円	2269746000
jpcrp_cor:InformationAboutEmployeesTextBlock	従業員の状況 [テキストブロック]	FilingDateInstant	提出日時点	その他	時点	－	－	 ５ 【従業員の状況】(1) 連結会社の状況2025年３月31日現在セグメントの名称従業員数(名)食品加工機械製造販売事業   日本631  北米・南米33  ヨーロッパ44  アジア16  小計724  食品製造販売事業   北米・南米251  日本51  小計302  全社（共通）49  合計1,075   (注) １　従業員数は就業人員数を表示しております。２　全社(共通)は、特定のセグメントに区分できない管理部門の従業員数であります。 (2) 提出会社の状況2025年３月31日現在従業員数(名)平均年齢(歳)平均勤続年数(年)平均年間給与(円)67545.621.87,055,604  セグメントの名称従業員数(名)食品加工機械製造販売事業 日本613 アジア13 全社（共通）49 合計675  (注) １　従業員数は就業人員数を表示しております。２　平均年間給与は、正社員・嘱託社員・契約社員で算出しております。３　平均年間給与は、賞与及び基準外賃金を含んでおります。４　国内子会社及び海外子会社への出向者は含まれておりません。５　全社(共通)は、管理部門の従業員数であります。６　台湾支店の現地社員（３名）は含まれておりません。 (3) 労働組合の状況当社の労働組合は、日本金属製造情報通信労働組合(JMITU)に加盟しており、JMITUレオン自動機支部と称し、宇都宮地区労働組合会議(協議団体)に所属しております。組合員は７名であります。当社以外のグループ各社について、労働組合は結成されておりません。なお、労使関係については特に記載すべき事項はありません。   (4) 管理職に占める女性労働者の割合、男性労働者の育児休業取得率及び労働者の男女の賃金の差異① 提出会社当事業年度補足説明管理職に占める女性労働者の割合(％)(注１)男性労働者の育児休業取得率(％)(注２)労働者の男女の賃金の差異(％)(注１)全労働者正規雇用労働者 パート有期労働者2.140.076.174.395.882.9パートについては、正規雇用労働者の週の所定労働時間で換算した人員数を基に算出したものであります。 (注) １　「女性の職業生活における活躍の推進に関する法律」（平成27年法律第64号）の規定に基づき算出したものであります。２　「育児休業、介護休業等育児又は家族介護を行う労働者の福祉に関する法律」（平成３年法律第76号）の規定に基づき、「育児休業、介護休業等育児又は家族介護を行う労働者の福祉に関する法律施行規則」（平成３年労働省令第25号）第71条の６第１号における育児休業等の取得割合を算出したものであります。 
jpcrp_cor:ResearchAndDevelopmentActivitiesTextBlock	研究開発活動 [テキストブロック]	FilingDateInstant	提出日時点	その他	時点	－	－	 ６ 【研究開発活動】当社の研究開発活動は、従来より市場開発型企業の特性を活かし、消費者の食品嗜好の多様化など市場ニーズに対応すべく、食品の基礎研究及び食品加工技術開発の両面から日常的に研究開発を重ね、当該技術を市場に提供していることに加え、今後さらに環境に配慮した生産技術を開発すべく鋭意努力しております。当連結会計年度における研究開発費は、737百万円となっており、主な活動の状況は以下のとおりであります。 〔食品加工機械製造販売事業〕技術の標準化及び設計標準化を基軸とした設計業務改革、納期短縮、コスト削減、スマートファクトリーをテーマに取り組み、機械性能とコストバランスを図った独自技術を有する機種開発を行っております。食品成形機の火星人シリーズでは、各国・地域の法令や安全基準に対応しながら、サニタリー性能の向上や異物混入対策、IoT化などのニーズに焦点を当て、用途拡大の研究を進めております。国内向けには「火星人 CN700型」や「火星人 CN050型」、海外向けには「火星人 KN551型」や「火星人 KN500型」、「火星人 KN050型」なども堅調です。また、新たにアジア向け火星人として、国内向け「火星人 CN700型」と同等のサニタリー性、省エネルギー性、計量精度性能を持つ「火星人 KN700型」の標準化を行いました。これによりアジア地区の更なる販路拡大を図ってまいります。火星人シリーズの主力オプションである「サニタリーブラシレス粉付け機 DU410」、超音波式の「ソニックスライサー SKシリーズ」や自動配列機の「セットパンナー KPシリーズ」も火星人シリーズと組み合わせて多数販売されております。シートラインでは、国際製パン・製菓機材総合見本市IBA展（ドイツ）で展示した生地分割機「トリプルデバイダー VX223型」、大物用生地丸め装置「パンチラウンダー２列 PR202型」を標準化しました。更に米国で販売実績を伸ばしている生地分割機「フリーデバイダー VX132型」及び、ロール状に成形可能な「バラエティモルダー VR511」をヨーロッパでも販売を開始するなど商品の充実も図りました。ヨーロッパでは生地分割計量機の「ツインデバイダー VX222型」も引き続き堅調な伸びを見せております。国内では、大手ベーカリーの買替需要がコロナ禍以前に戻り、シートラインでは販売割合の多数をペストリーラインが占めました。成形したクロワッサンをロボットで自動配列にて並び替えを行い、更なる省人化を図ったラインも開発しております。米国ではアルチザンブレッドラインの拡販により市場が拡大しております。インバウンドの増加、自動化、省人化ニーズの高まりにより、FEライン、マルチサンドライン、クワトロフォーマーライン、V4アルチザンブレッドライン、HMバラエティー成形ライン、マルチコンフェクショナーラインなどの大型ラインが多数販売されております。 〔食品製造販売事業〕当社グループでは、米国のオレンジベーカリーや、㈲ホシノ天然酵母パン種にて開発した新製品を市場で販売することを通じて、顧客ニーズの調査・研究を行い、より市場に求められる製品の開発と、それらを生産するための食品加工機械の開発に役立てております。オレンジベーカリーでは、ペストリーラインの生産データや機械設定・負荷データのトレーサビリティを実施しており、スマートラインシステムを構築中です。人手不足や人件費高騰などの生産現場が抱える課題解決や、将来のスマートファクトリーに向けての開発や実証のための実験工場として、その役割を果たしてまいります。　㈲ホシノ天然酵母パン種では、新しい天然酵母パン種の研究、天然酵母パン種の活用方法を拡大するための応用化研究を日々行っております。 研究開発活動の成果として、当連結会計年度に新たに取得した特許件数は、国内７件、海外41件の計48件となり、当連結会計年度末日現在の総保有特許は、国内136件、海外321件の合計457件を有するに至っております。
jpcrp_cor:OverviewOfCapitalExpendituresEtcTextBlock	設備投資等の概要 [テキストブロック]	FilingDateInstant	提出日時点	その他	時点	－	－	１ 【設備投資等の概要】当連結会計年度に実施しました設備投資の総額は、1,331百万円となりました。主なものは、当社上河内工場の製造用機械装置でタレットパンチプレス取得241百万円、マシニングセンタ取得124百万円、ベンディングマシン取得77百万円、海外子会社であるオレンジベーカリーの製造用機械装置（生産設備）取得203百万円や国内子会社であるレオンアルミの建物及び附属設備取得155百万円などであります。 当連結会計年度において重要な設備の除却、売却等はありません。 
jpcrp_cor:ChangesInNumberOfIssuedSharesStatedCapitalEtcTextBlock	発行済株式総数、資本金等の推移 [テキストブロック]	FilingDateInstant	提出日時点	その他	時点	－	－	(4) 【発行済株式総数、資本金等の推移】 年月日発行済株式総数増減数(千株)発行済株式総数残高(千株)資本金増減額(千円)資本金残高(千円)資本準備金増減額(千円)資本準備金残高(千円)2013年８月７日－28,392－7,351,750△500,0002,860,750 (注)　会社法第448条第１項の規定に基づき、資本準備金を減少し、その他資本剰余金に振替えたものであります。 
